drg_id,provider_state,total_discharges,avg_covered_charges,avg_total_payments
192,RI,474,16320.55,5720.50
192,SC,1905,19353.03,4644.61
192,SD,245,13229.53,5062.49
192,TN,4096,14972.27,4309.47
192,TX,7600,22479.73,4743.20
192,UT,94,12036.06,4835.32
192,VA,2997,14677.08,4562.00
192,VT,183,10468.03,6015.20
192,WA,1163,16601.22,5152.31
192,WI,964,14057.95,4830.81
192,WV,2142,9702.20,4286.23
192,WY,184,13649.35,6589.25
193,AK,110,49777.62,15316.98
193,AL,2782,37673.18,8521.46
193,AR,1596,29918.51,8721.15
193,AZ,1876,38560.12,10245.64
193,CA,9003,70325.89,12494.85
193,CO,1181,36512.45,9377.48
193,CT,2051,31282.42,11582.70
193,DC,223,41583.13,13414.82
193,DE,678,25038.17,10380.08
193,FL,7781,49520.67,9219.78
193,GA,3971,32348.39,9197.14
193,HI,244,35483.38,12887.97
193,IA,1604,24809.46,8640.27
193,ID,381,22059.88,9341.59
193,IL,5916,39486.26,9877.98
193,IN,3658,28494.72,9085.42
193,KS,1213,35856.68,9218.90
193,KY,3566,25984.52,9009.04
193,LA,1899,39348.96,9134.66
193,MA,3214,20722.29,11061.82
193,MD,1819,14392.12,13543.63
193,ME,692,23730.22,9906.95
193,MI,4904,24353.96,10062.01
193,MN,1563,26863.40,10283.69
193,MO,3742,31581.60,8886.67
193,MS,1776,34401.24,8854.57
193,MT,384,20434.33,9387.55
193,NC,5458,25424.18,9799.78
193,ND,345,18374.43,9391.98
193,NE,779,35930.42,9661.08
193,NH,637,24809.76,9486.08
193,NJ,3735,72084.68,10983.53
193,NM,655,31826.40,10412.17
193,NV,753,69611.34,10764.97
193,NY,6464,38342.51,12503.17
193,OH,6285,29030.39,9075.36
193,OK,1709,35576.54,9208.60
193,OR,735,27392.54,10197.92
193,PA,5595,41228.69,9510.21
193,RI,389,33361.79,11892.46
193,SC,2491,41411.78,9697.08
193,SD,375,28118.87,10151.62
193,TN,4345,30931.05,8697.64
193,TX,9563,46629.00,9600.42
193,UT,481,22326.62,8971.88
193,VA,3800,27841.46,9089.50
193,VT,228,20793.77,12174.62
193,WA,1984,32426.50,10266.55
193,WI,1836,26905.28,9736.11
193,WV,1397,21144.84,8862.73
193,WY,123,35149.14,13144.85
194,AK,320,24127.71,10791.34
194,AL,4416,24243.70,5892.97
194,AR,3049,19585.14,5984.04
194,AZ,3092,27394.56,7229.20
194,CA,13067,48728.95,8695.55
194,CO,2059,25345.69,6611.67
194,CT,2872,22204.75,8065.28
194,DC,393,28863.52,9037.18
194,DE,714,16741.64,7474.27
194,FL,12144,33575.55,6347.27
194,GA,5251,22183.17,6411.63
194,HI,414,23436.46,9352.36
194,IA,2280,16049.51,6063.75
194,ID,606,16524.45,6482.67
194,IL,10041,25730.89,6879.40
194,IN,5585,19830.04,6291.07
194,KS,2094,22492.60,6338.28
194,KY,4991,17933.59,6263.25
194,LA,3681,23888.84,6195.54
194,MA,5862,14685.86,7666.68
194,MD,5087,9726.54,9167.47
194,ME,1204,15403.57,6810.49
194,MI,6390,16425.24,7142.11
194,MN,2913,16938.81,7100.62
194,MO,5096,22458.97,6368.55
194,MS,2874,22632.97,6077.92
194,MT,600,13747.05,6572.99
194,NC,5811,17495.24,6810.52
194,ND,398,11948.45,6480.91
194,NE,1530,23783.50,6549.43
194,NH,992,17630.29,6656.20
194,NJ,6281,51725.62,7544.14
194,NM,1112,20804.67,7450.68
194,NV,1156,42645.71,7389.73
194,NY,11362,24559.13,8499.15
194,OH,8362,18744.72,6274.91
194,OK,3598,21486.60,6233.40
194,OR,1256,18344.27,7302.18
194,PA,8606,29566.85,6702.94
194,RI,786,20548.92,7511.81
194,SC,3109,28571.22,6533.72
194,SD,787,19923.03,6759.63
194,TN,6389,20740.86,5941.87
194,TX,14349,30588.23,6575.19
194,UT,868,16110.58,6554.71
194,VA,4994,19304.53,6422.98
194,VT,584,14331.60,8478.83
194,WA,2947,21637.74,7154.23
194,WI,3245,18126.82,6683.58
194,WV,2409,14392.12,6029.22
194,WY,364,19553.03,8775.94
195,AK,126,18166.43,7688.63
195,AL,2025,16603.24,4179.33
195,AR,1557,14647.11,4170.62
195,AZ,1240,18739.42,5113.65
195,CA,4586,34476.81,5838.19
195,CO,713,18019.92,4598.82
195,CT,1034,16163.31,5688.66
195,DC,165,17252.32,6029.78
195,DE,274,12046.01,5165.60
195,FL,5240,24048.62,4447.49
195,GA,2121,16154.74,4494.66
195,HI,161,16114.22,6172.44
195,IA,1009,12176.18,4314.35
195,ID,256,11942.20,4568.15
195,IL,4080,17949.83,4908.01
195,IN,2272,13716.01,4408.19
195,KS,862,16143.87,4431.92
195,KY,2274,13216.55,4395.40
195,LA,1780,16577.57,4361.04
195,MA,2324,10334.43,5319.16
195,MD,1526,6436.87,6075.54
195,ME,352,11833.82,4678.59
195,MI,2432,11946.65,4951.11
195,MN,916,12348.39,4895.90
195,MO,2160,15701.45,4447.08
195,MS,1483,16650.20,4315.46
195,MT,242,10299.71,4637.60
195,NC,2041,13440.65,4783.56
195,ND,145,8911.85,4702.10
195,NE,589,16734.73,4700.10
195,NH,304,13227.80,4782.66
195,NJ,2209,37623.28,5339.16
195,NM,660,14600.31,5393.28
195,NV,541,32047.09,5210.26
195,NY,4541,17400.89,5941.31
195,OH,3255,13590.05,4407.37
195,OK,1546,15517.25,4406.32
195,OR,476,13442.76,4959.33
195,PA,3486,21186.02,4667.63
195,RI,298,15047.45,5213.36
195,SC,1426,19189.84,4561.34
195,SD,313,13201.02,4874.45
195,TN,2558,15202.62,4221.80
195,TX,6406,21702.21,4626.59
195,UT,352,12231.49,4560.39
195,VA,1982,14201.73,4467.09
195,VT,218,9851.48,6123.31
195,WA,1052,15578.54,5032.32
195,WI,1080,13771.82,4783.81
195,WV,1008,9910.54,4263.48
195,WY,177,14936.34,6258.14
202,AL,838,20246.50,5159.47
202,AR,292,13806.04,5032.44
202,AZ,483,24857.47,5644.15
202,CA,1979,47093.86,7270.92
202,CO,263,25179.69,5854.02
202,CT,436,19361.33,7099.72
202,DC,92,20582.24,7493.60
202,DE,172,14781.84,6232.19
202,FL,2820,28529.48,5447.59
202,GA,1091,19526.52,5348.42
202,HI,31,29617.71,8142.32
202,IA,188,15396.22,5082.24
202,ID,40,18074.47,6174.00
202,IL,1743,23477.32,6354.71
202,IN,647,15732.77,5739.08
202,KS,181,20394.91,5225.39
202,KY,504,15056.41,5287.48
202,LA,605,21572.48,5309.63
202,MA,1163,11890.83,6592.32
202,MD,849,8568.72,8089.42
202,ME,57,14033.40,5509.19
202,MI,1315,15489.68,6125.56
202,MN,271,19590.64,5837.06
202,MO,630,17183.06,5341.96
202,MS,692,18293.02,5059.94
202,MT,37,10945.81,5197.41
202,NC,1137,15255.09,5911.43
202,NE,116,20896.56,5521.81
202,NH,108,15499.27,5627.75
202,NJ,1489,44542.92,6393.51
202,NM,92,18416.23,5828.61
202,NV,100,35897.40,5914.28
202,NY,2276,23060.39,8105.76
202,OH,1192,16788.40,5543.27
202,OK,275,23778.57,5697.15
202,OR,56,18659.29,6360.25
202,PA,1985,29111.45,5892.91
202,RI,115,19755.75,7001.94
202,SC,577,24015.02,5535.59
202,SD,62,19420.21,5611.18
202,TN,765,17394.94,5186.14
202,TX,2474,28948.84,5702.80
202,UT,29,12059.97,5394.31
202,VA,929,17067.75,5289.72
202,VT,38,11095.26,7249.89
202,WA,267,20419.58,6005.42
202,WI,338,16495.01,6189.35
202,WV,236,12376.20,5075.50
202,WY,11,20807.00,7339.55
203,AL,585,12820.68,3840.96
203,AR,183,10851.74,3844.67
203,AZ,210,16545.40,4193.15
203,CA,609,35518.11,5397.29
203,CO,41,17881.83,4091.02
203,CT,238,15040.87,5256.69
203,DC,50,16000.66,5664.00
203,DE,100,10094.17,4865.34
203,FL,1877,20787.60,3911.59
203,GA,508,14068.55,4044.67
203,IA,84,12220.25,3732.02
203,IL,1012,16142.44,4642.70
203,IN,274,11002.67,3991.52
203,KS,52,15241.87,3639.27
203,KY,361,10016.75,3840.90
203,LA,339,14058.20,3825.82
203,MA,737,9204.76,5274.06
203,MD,472,6020.79,5691.37
203,MI,730,11140.65,4421.71
203,MN,57,12483.95,4667.19
203,MO,255,13349.97,4015.23
203,MS,499,14284.97,3692.62
203,NC,501,11970.27,4139.46
203,NE,29,13475.86,3809.83
203,NH,22,9355.59,4256.50
203,NJ,922,33150.89,4692.01
203,NM,73,12046.86,4355.25
203,NV,84,33832.69,4344.39
203,NY,1564,16913.54,6055.61
203,OH,498,11357.90,3897.49
203,OK,131,17585.51,3657.17
203,PA,949,22199.81,4118.65
203,RI,71,14879.96,4818.86
203,SC,272,18393.62,4161.66
203,SD,11,14079.00,4152.18
203,TN,315,12805.18,3644.81
203,TX,1088,20558.40,4153.05
203,VA,473,12999.19,3719.88
203,WA,75,14890.28,4233.09
203,WI,93,12491.80,4287.89
203,WV,133,8699.28,3776.45
207,AK,28,107850.96,55568.32
207,AL,470,159864.07,31971.77
207,AR,329,97647.64,31357.45
207,AZ,260,152322.82,37302.92
207,CA,2104,262024.10,48699.59
207,CO,82,205440.73,40320.60
207,CT,372,140811.85,45829.19
207,DC,130,159063.74,49003.53
207,DE,114,90974.51,39271.05
207,FL,1950,157571.99,34656.77
207,GA,709,123346.86,35973.10
207,HI,51,129424.65,45291.86
207,IA,111,115842.97,35960.29
207,ID,24,109764.67,41640.25
207,IL,1122,132630.64,38085.12
207,IN,726,101225.88,34571.89
207,KS,139,160197.71,38421.72
207,KY,591,96467.45,33222.97
207,LA,505,127408.39,32425.34
207,MA,509,96442.91,44222.42
207,MD,616,51197.86,48184.55
207,ME,75,102909.61,41043.88
207,MI,1044,95043.90,39525.54
207,MN,281,145171.10,46214.71
207,MO,654,130623.00,35340.14
207,MS,390,122134.15,35203.02
207,MT,15,69458.27,31074.73
207,NC,932,93754.54,36776.12
207,ND,59,80545.73,34341.92
207,NE,133,109735.20,32968.57
207,NH,50,132200.12,44382.56
207,NJ,1193,230624.57,39085.70
207,NM,51,124745.06,32000.86
207,NV,430,229997.31,38613.67
207,NY,2107,122123.60,51776.64
207,OH,1525,109967.76,34188.80
207,OK,457,124878.45,34632.61
207,OR,23,122795.61,46548.70
207,PA,1136,188023.03,38404.81
207,RI,101,118172.28,40185.96
207,SC,512,139190.32,37411.70
207,SD,42,132469.93,46709.33
207,TN,793,114067.06,33223.70
207,TX,1981,155606.40,33987.72
207,UT,26,99523.23,41634.46
207,VA,647,118210.90,37164.85
207,VT,49,78371.35,45950.65
207,WA,272,148788.20,42821.74
207,WI,174,131760.11,42793.66
207,WV,318,77185.41,33154.69
208,AK,56,65092.89,25951.93
208,AL,1314,59954.28,13579.71
208,AR,823,42898.36,13634.45
208,AZ,1132,70476.68,16230.87
208,CA,4354,120888.02,21006.18
208,CO,583,72724.27,15637.31
208,CT,897,60321.47,19465.77
208,DC,187,69937.01,20887.83
208,DE,320,46688.41,17779.70
208,FL,5231,73093.07,14632.76
208,GA,2002,52481.84,14739.49
208,HI,160,55233.00,20526.46
208,IA,661,47645.01,14831.40
208,ID,197,43014.15,15996.53
208,IL,2855,64579.83,16644.95
208,IN,1998,46471.10,14832.78
208,KS,540,62212.77,14914.30
208,KY,1934,43385.70,14679.19
208,LA,1233,55173.55,14638.21
208,MA,1487,39530.65,18649.84
208,MD,1389,23044.39,21693.79
208,ME,230,44204.73,16959.77
208,MI,2912,44209.68,16707.79
208,MN,765,57179.20,18116.31
208,MO,1840,56820.50,14889.79
208,MS,1121,53818.82,14418.47
208,MT,126,43975.79,14557.02
208,NC,2526,45133.92,16100.51
208,ND,196,37505.00,14740.27
208,NE,393,57319.23,15649.05
208,NH,253,48538.70,16405.68
208,NJ,2406,106178.66,17343.19
208,NM,216,54796.09,17699.21
208,NV,632,112122.33,16850.12
208,NY,3586,53629.10,20886.82
208,OH,3458,49976.81,14939.13
208,OK,1002,54369.68,14604.04
208,OR,285,52578.76,16842.29
208,PA,3009,74959.38,16073.95
208,RI,144,58849.63,20614.58
208,SC,1164,63978.88,15389.21
208,SD,186,58383.94,16536.85
208,TN,2184,51409.00,14090.44
208,TX,5278,70897.83,15221.90
208,UT,168,44034.74,16419.38
208,VA,1648,51609.07,15310.58
208,VT,90,36140.43,20769.43
208,WA,1309,60778.18,16997.73
208,WI,679,49203.10,17345.23
208,WV,843,36398.63,14358.89
208,WY,78,50961.90,18388.17
238,AK,30,103039.70,30514.50
238,AL,805,76396.72,18092.39
238,AR,475,61789.67,18093.83
238,AZ,781,86816.51,21707.21
238,CA,1740,143072.12,27615.41
238,CO,348,107439.89,22157.94
238,CT,418,66506.34,26092.63
238,DC,136,93154.75,26861.21
238,DE,166,67221.22,24281.86
238,FL,2780,103198.51,19935.75
238,GA,927,75836.38,20611.25
238,HI,41,73356.24,25089.95
238,IA,413,71089.74,19795.50
238,ID,110,55479.08,20981.89
238,IL,1551,94228.63,23018.42
238,IN,952,76076.75,20735.74
238,KS,428,70556.72,19205.23
238,KY,725,68620.74,19975.78
238,LA,532,79648.25,19413.92
238,MA,864,72505.38,27532.23
238,MD,724,32457.78,30616.52
238,ME,208,51538.47,21738.80
238,MI,1345,63123.10,22694.09
238,MN,613,74248.54,22748.93
238,MO,1020,69607.56,19837.58
238,MS,434,63935.57,19459.54
238,MT,135,67080.47,21387.22
238,NC,1231,68486.04,22417.42
238,ND,187,62320.86,19348.50
238,NE,266,62453.41,20711.01
238,NH,246,72182.87,24195.17
238,NJ,1033,99277.87,23082.70
238,NM,123,85603.48,22032.48
238,NV,253,118367.27,22440.12
238,NY,1790,70135.81,26875.39
238,OH,1450,81329.56,21613.44
238,OK,526,73048.43,19262.16
238,OR,313,67141.61,22693.91
238,PA,1403,104857.46,22127.66
238,RI,82,72537.24,24244.00
238,SC,594,98634.66,21021.44
238,SD,209,81258.61,20515.56
238,TN,1026,75270.80,19564.65
238,TX,2458,91890.06,20961.52
238,UT,171,68780.98,22704.09
238,VA,949,83998.15,22787.09
238,VT,47,47298.62,27731.91
238,WA,648,99795.06,24410.62
238,WI,604,71608.19,23009.13
238,WV,302,56695.13,19528.21
238,WY,57,87657.16,30325.72
243,AK,33,78937.48,23134.48
243,AL,517,66045.74,14817.33
243,AR,359,55603.23,15330.27
243,AZ,578,73133.79,17604.35
243,CA,2212,107281.43,22071.26
243,CO,248,78179.22,16590.59
243,CT,429,55407.96,20624.57
243,DC,82,72724.49,22170.07
243,DE,102,53102.35,18994.45
243,FL,2753,77310.07,15920.03
243,GA,626,54797.02,16689.89
243,HI,46,53533.46,24444.33
243,IA,297,48589.80,15766.74
243,ID,64,46334.48,15834.67
243,IL,1476,69805.37,18120.46
243,IN,700,55682.17,16226.35
243,KS,350,57097.73,15703.42
243,KY,470,55674.75,16098.23
243,LA,329,64552.91,15652.29
243,MA,713,50349.85,21720.77
243,MD,547,26453.50,24882.16
243,ME,184,49237.09,18406.97
243,MI,1308,51802.80,18463.41
243,MN,582,55869.83,18959.25
243,MO,698,56754.11,16052.89
243,MS,343,52252.38,16213.17
243,MT,77,45979.55,17147.69
243,NC,946,57480.92,18672.02
243,ND,132,37821.24,16739.99
243,NE,269,49166.90,16518.85
243,NH,120,46540.14,18685.78
243,NJ,1302,102204.72,19048.91
243,NM,81,56716.80,16505.12
243,NV,160,97100.06,18211.79
243,NY,1777,63473.55,22091.65
243,OH,1115,57563.18,16996.70
243,OK,460,70072.02,15835.87
243,OR,198,44741.30,18246.70
243,PA,1577,80781.80,17545.40
243,RI,69,53606.58,18654.45
243,SC,544,72411.86,17401.85
243,SD,125,44927.90,17500.18
243,TN,741,59871.33,16683.99
243,TX,1995,76114.00,17080.60
243,UT,113,47694.91,17444.04
243,VA,676,57978.19,17415.97
243,VT,39,41072.26,22532.74
243,WA,345,63188.07,18702.07
243,WI,507,53617.46,18546.08
243,WV,198,39674.62,16099.52
243,WY,34,65011.62,22932.88
244,AK,57,55813.77,17493.18
244,AL,475,54564.18,11410.95
244,AR,399,47954.01,11658.40
244,AZ,603,61790.32,13519.21
244,CA,1953,78139.62,16376.86
244,CO,226,61975.93,13529.97
244,CT,409,44876.44,16504.85
244,DC,80,44149.82,15796.58
244,DE,109,40347.68,14191.93
244,FL,2548,63050.55,12339.32
244,GA,617,44359.62,13111.70
244,HI,40,37226.38,17018.25
244,IA,336,40664.44,11974.84
244,ID,86,39736.62,12828.87
244,IL,1165,55734.55,13695.07
244,IN,761,45748.44,12782.86
244,KS,335,46288.87,12300.35
244,KY,527,46223.04,12416.90
244,LA,267,49689.91,12017.61
244,MA,675,38334.43,16807.02
244,MD,519,20753.46,19577.39
244,ME,138,39304.31,14437.15
244,MI,1041,42230.27,14045.94
244,MN,454,46198.42,14253.50
244,MO,691,46492.36,12279.68
244,MS,383,43866.09,12303.50
244,MT,73,38425.47,14841.71
244,NC,878,44272.42,13889.54
244,ND,112,30911.02,12734.71
244,NE,198,41171.94,13215.00
244,NH,121,37724.86,14305.74
244,NJ,1081,79303.07,14612.90
244,NM,100,48706.07,13227.06
244,NV,184,82024.30,14404.24
244,NY,2088,46980.74,17541.87
244,OH,1071,45807.81,12917.96
244,OK,390,52406.57,12564.54
244,OR,202,36115.19,14002.25
244,PA,1412,60305.53,13392.77
244,RI,44,52738.66,16203.80
244,SC,566,55331.19,12901.38
244,SD,153,33076.33,13937.08
244,TN,783,51791.21,12608.24
244,TX,1721,60525.16,13164.05
244,UT,135,37855.47,13354.21
244,VA,660,48134.01,13132.73
244,VT,52,36825.81,18520.52
244,WA,459,50674.57,14330.87
244,WI,338,41209.53,13958.07
244,WV,189,32657.43,12450.79
244,WY,47,46967.77,18211.81
246,AK,37,119404.16,30857.32
246,AL,564,82282.86,18565.11
246,AR,468,68171.14,19187.20
246,AZ,566,105442.75,23264.29
246,CA,1985,166637.27,28878.17
246,CO,149,118496.52,23274.57
246,CT,278,84651.01,29889.25
246,DC,129,86471.75,26323.82
246,DE,146,68104.86,25547.08
246,FL,2016,113349.71,20513.50
246,GA,706,76070.23,20843.47
246,HI,59,84014.49,26133.61
246,IA,477,67997.51,19871.49
246,ID,89,66247.35,20791.18
246,IL,1049,98071.76,24402.62
246,IN,591,77816.58,21685.77
246,KS,199,89380.57,20279.75
246,KY,713,67942.06,21116.60
246,LA,460,99288.80,20969.35
246,MA,363,64966.94,29743.63
246,MD,333,30944.19,29111.17
246,ME,135,67969.75,24459.08
246,MI,1167,68411.52,23476.79
246,MN,539,76901.40,24327.93
246,MO,902,73240.62,20231.01
246,MS,490,83061.54,21045.10
246,MT,74,64471.49,20629.35
246,NC,941,82893.48,23286.50
246,ND,134,63544.69,20853.92
246,NE,85,63340.09,22393.61
246,NH,79,72236.81,25543.11
246,NJ,820,130167.62,25999.50
246,NM,127,79670.10,22670.74
246,NV,150,152732.45,22932.52
246,NY,1632,73125.97,29667.50
246,OH,1115,84205.23,22245.90
246,OK,382,89824.65,20785.47
246,OR,144,61183.88,23757.35
246,PA,998,113660.80,23373.08
246,RI,76,115994.72,24916.11
246,SC,530,91049.64,21939.52
246,SD,116,59819.02,20433.47
246,TN,1039,80496.61,20808.27
246,TX,1999,107550.92,21607.43
246,UT,183,63071.39,23872.16
246,VA,570,88422.09,22577.74
246,VT,59,50859.53,28758.32
246,WA,414,99462.03,23409.18
246,WI,425,72584.00,22665.35
246,WV,374,63238.76,21136.50
246,WY,28,88056.71,35622.32
247,AK,131,81855.49,20250.48
247,AL,2183,61972.60,11231.74
247,AR,2342,46597.34,11289.28
247,AZ,2026,74754.56,14309.59
247,CA,6636,102085.72,16768.96
247,CO,924,76054.77,13954.58
247,CT,1163,55578.38,17685.82
247,DC,307,64079.25,16252.01
247,DE,451,51192.91,15444.99
247,FL,8241,77938.08,12671.12
247,GA,2949,53486.55,13057.03
247,HI,157,50617.67,17415.54
247,IA,1483,47353.27,12272.96
247,ID,319,46564.93,13117.74
247,IL,4849,65705.37,14833.94
247,IN,3220,52978.44,13063.67
247,KS,946,56789.56,12520.86
247,KY,3325,46588.69,12591.52
247,LA,1603,69458.78,13366.83
247,MA,1652,46216.92,17741.58
247,MD,1690,16838.81,15903.12
247,ME,484,47218.06,15532.08
247,MI,5420,44975.14,14008.26
247,MN,1863,48813.89,14628.75
247,MO,3225,51374.33,12305.74
247,MS,1417,60713.35,12853.01
247,MT,383,45385.76,13541.21
247,NC,3787,58819.77,13946.04
247,ND,486,43438.48,13411.38
247,NE,791,57833.17,13581.12
247,NH,422,53868.83,15624.96
247,NJ,2599,90312.13,15593.56
247,NM,429,58118.51,14581.08
247,NV,770,94849.72,14009.46
247,NY,8353,47695.84,18201.83
247,OH,5147,53680.84,13354.90
247,OK,1466,65408.84,13194.98
247,OR,678,42821.00,14007.38
247,PA,4615,73766.19,13721.95
247,RI,174,89855.78,15885.77
247,SC,2085,70104.80,13527.43
247,SD,483,40631.59,31140.54
247,TN,3216,56956.08,12981.57
247,TX,5949,75721.83,13470.94
247,UT,548,43613.31,13839.58
247,VA,2147,62066.05,14262.31
247,VT,137,38523.78,18614.59
247,WA,1706,67629.99,15228.40
247,WI,1640,51319.09,14028.36
247,WV,1098,41115.65,12246.33
247,WY,157,54731.45,17302.13
249,AL,787,55660.25,10124.42
249,AR,901,48325.45,10231.06
249,AZ,375,64603.51,12330.14
249,CA,1406,97513.54,14972.56
249,CO,268,59580.45,11731.82
249,CT,518,49727.53,15514.46
249,DC,147,59295.80,14894.88
249,DE,133,48347.76,13609.53
249,FL,2362,74146.07,11133.19
249,GA,955,46910.74,11330.04
249,HI,18,49204.72,17182.06
249,IA,303,41313.64,10547.81
249,ID,98,40538.46,10991.11
249,IL,1671,60265.08,12927.33
249,IN,1400,46593.38,11154.12
249,KS,401,60879.95,11169.23
249,KY,797,41494.45,10955.42
249,LA,329,61482.37,11313.46
249,MA,928,46601.04,16394.55
249,MD,547,15841.90,14939.45
249,ME,264,35399.02,12604.64
249,MI,1581,39269.55,12506.77
249,MN,524,44463.30,12915.59
249,MO,904,50165.19,11277.29
249,MS,496,51854.36,10995.06
249,MT,116,41132.81,11109.56
249,NC,1282,51125.72,12571.02
249,ND,49,38634.53,11507.49
249,NE,196,59283.62,12917.49
249,NH,153,48066.52,13115.50
249,NJ,967,82892.44,13696.99
249,NM,122,51120.29,12082.56
249,NV,227,85629.61,12731.67
249,NY,1893,47571.83,16081.75
249,OH,1420,50084.40,11656.17
249,OK,1000,56331.07,11306.61
249,OR,181,42801.71,13434.14
249,PA,1630,61780.79,12134.58
249,RI,70,76399.81,15331.04
249,SC,447,65262.06,12031.71
249,SD,171,38875.32,11758.99
249,TN,878,47631.28,11253.94
249,TX,1554,68555.84,11649.94
249,UT,86,36934.06,11441.86
249,VA,803,55802.50,12355.80
249,VT,65,35789.20,15842.43
249,WA,430,58580.93,16805.12
249,WI,523,46822.28,13190.36
249,WV,252,39242.87,10555.50
249,WY,19,49498.63,15681.53
251,AK,63,87011.14,18597.30
251,AL,379,51449.70,10623.72
251,AR,342,41215.77,10279.97
251,AZ,630,75092.66,13060.95
251,CA,1981,102162.09,16151.38
251,CO,263,82091.54,13435.76
251,CT,276,60695.24,16827.80
251,DC,267,57520.12,14986.95
251,DE,64,44443.23,13960.41
251,FL,2949,78105.63,12053.96
251,GA,666,52475.42,12843.32
251,HI,14,32224.79,15805.64
251,IA,165,46700.52,12313.48
251,ID,29,32922.31,11224.10
251,IL,1215,62765.14,14244.24
251,IN,697,54037.79,11950.35
251,KS,346,57899.04,11571.97
251,KY,631,44851.73,11441.83
251,LA,262,62007.14,12154.34
251,MA,733,62781.35,17195.58
251,MD,458,22463.91,21195.02
251,ME,92,37184.40,12531.11
251,MI,1282,38344.64,13656.56
251,MN,660,57972.04,13261.86
251,MO,620,57655.44,11862.29
251,MS,232,44088.34,11237.79
251,MT,11,37837.00,12187.27
251,NC,1026,58041.85,14212.93
251,ND,48,36388.40,11332.42
251,NE,131,50605.63,12170.32
251,NH,76,62041.20,14469.80
251,NJ,858,84329.29,14636.73
251,NM,63,63021.60,12055.68
251,NV,108,82760.72,12680.27
251,NY,2490,58101.97,17373.68
251,OH,1350,57512.57,13366.55
251,OK,456,64892.81,13008.83
251,OR,113,38956.13,13641.49
251,PA,1636,89397.31,13623.63
251,RI,33,61548.76,14365.85
251,SC,447,70184.60,13299.72
251,SD,108,37065.91,22059.54
251,TN,768,61528.48,12600.82
251,TX,1882,72879.94,12229.23
251,UT,145,39554.74,13248.19
251,VA,528,53313.82,12765.88
251,VT,39,42468.82,17404.38
251,WA,301,58242.56,15364.55
251,WI,417,55883.07,14636.85
251,WV,220,36594.97,12174.86
251,WY,13,75760.77,22549.31
252,AK,13,90891.15,29749.62
252,AL,658,66418.11,19089.00
252,AR,271,65908.57,18975.32
252,AZ,458,81484.79,22569.33
252,CA,2675,141530.28,28553.85
252,CO,171,90641.27,22460.19
252,CT,344,96401.20,31363.13
252,DC,265,79055.93,28106.46
252,DE,92,54730.37,23527.46
252,FL,3329,94418.55,20336.55
252,GA,1348,64855.66,20678.09
252,HI,67,72169.04,26107.91
252,IA,117,72927.39,22173.62
252,ID,57,55694.07,22112.96
252,IL,1657,87113.36,24281.76
252,IN,783,72447.98,22210.48
252,KS,179,76142.45,20873.21
252,KY,546,59432.60,19536.50
252,LA,838,78854.75,20428.22
252,MA,774,69346.72,28688.14
252,MD,882,30814.20,28985.02
252,ME,77,43973.09,20999.77
252,MI,1612,60516.56,23567.83
252,MN,355,74217.15,24943.34
252,MO,740,71071.01,20402.79
252,MS,477,69457.36,19831.46
252,MT,29,63110.59,20001.52
252,NC,1010,59432.30,22749.15
252,ND,52,44490.48,18937.83
252,NE,127,74003.76,23003.19
252,NH,73,87978.64,25123.77
252,NJ,1333,132915.29,23759.52
252,NM,205,46710.38,22653.07
252,NV,149,142313.38,22563.66
252,NY,2324,80221.64,30466.87
252,OH,1478,70184.69,20980.71
252,OK,298,69174.27,21550.76
252,OR,175,61218.77,24694.34
252,PA,1382,112208.75,23624.89
252,RI,57,86826.82,26389.11
252,SC,552,83821.77,21405.40
252,SD,65,68401.98,21722.48
252,TN,831,65800.37,19179.64
252,TX,3319,86968.86,21110.76
252,UT,75,52578.17,22072.19
252,VA,849,77691.48,22345.46
252,VT,22,50565.50,26836.55
252,WA,423,89696.67,24610.52
252,WI,350,72312.05,25452.78
252,WV,259,44692.19,18601.28
253,AK,11,81205.91,22204.91
253,AL,799,59371.07,13986.47
253,AR,410,53930.21,14403.12
253,AZ,526,68628.91,16932.27
253,CA,2087,124507.14,21684.92
253,CO,190,89083.56,17454.73
253,CT,487,64824.54,21523.77
253,DC,167,77851.89,21610.45
253,DE,141,46338.17,19935.06
253,FL,2943,79753.38,15511.31
253,GA,963,59205.49,16081.78
253,HI,22,55712.23,24079.27
253,IA,294,54937.60,16383.32
253,ID,51,31809.20,16011.39
253,IL,2013,72533.35,18089.96
253,IN,983,59275.84,16534.63
253,KS,336,59124.09,15111.69
253,KY,651,53280.73,16074.84
253,LA,727,74287.23,15906.73
253,MA,995,57770.48,22086.99
253,MD,929,22255.93,20953.17
253,ME,204,38071.05,17120.19
253,MI,1756,50897.77,18313.88
253,MN,532,59990.35,17241.46
253,MO,942,55651.25,15351.53
253,MS,476,52816.07,15279.67
253,MT,86,46462.43,15163.00
253,NC,1065,52462.08,17477.08
253,ND,132,35072.32,15525.08
253,NE,225,53462.92,15994.67
253,NH,164,55553.17,18230.56
253,NJ,1510,104820.03,18263.43
253,NM,90,59859.81,18993.42
253,NV,202,107161.64,17936.20
253,NY,2318,63355.70,22153.28
253,OH,1718,57955.75,16268.92
253,OK,407,54264.05,14951.90
253,OR,246,51240.40,18278.97
253,PA,1623,82068.94,17250.24
253,RI,104,72111.77,20066.96
253,SC,456,71460.14,16349.11
253,SD,119,55093.30,16337.39
