drg_id,provider_state,total_discharges,avg_covered_charges,avg_total_payments
253,TN,877,56127.84,15388.93
253,TX,2891,76478.36,16387.59
253,UT,95,40330.02,17125.13
253,VA,976,64085.55,17033.77
253,VT,56,40776.18,22054.27
253,WA,537,70405.76,18142.39
253,WI,598,62190.90,18207.58
253,WV,285,41985.02,15156.41
253,WY,19,42969.95,20801.95
254,AL,714,42077.01,9544.53
254,AR,553,41079.76,9088.13
254,AZ,383,50434.36,11437.48
254,CA,1413,82284.11,13730.86
254,CO,120,59995.46,11431.45
254,CT,382,41909.80,13862.38
254,DC,107,52370.98,14131.70
254,DE,137,34614.52,12353.68
254,FL,1792,57492.44,10123.68
254,GA,634,42016.88,10960.73
254,HI,18,53921.72,14039.50
254,IA,303,40106.20,10381.94
254,ID,68,29417.66,10808.76
254,IL,1261,52821.69,11934.54
254,IN,1018,38217.53,10510.78
254,KS,205,42512.58,9976.39
254,KY,544,37813.06,10699.45
254,LA,525,54679.83,10838.84
254,MA,768,39953.25,14836.99
254,MD,678,14649.27,13868.61
254,ME,174,26246.02,11653.85
254,MI,1484,37769.63,12144.79
254,MN,283,42124.09,12186.63
254,MO,706,38898.40,10113.80
254,MS,340,38915.76,10400.31
254,MT,75,26943.75,10800.84
254,NC,696,37046.31,11414.69
254,ND,75,22439.61,10175.27
254,NE,179,43269.97,10863.66
254,NH,113,44894.02,11859.83
254,NJ,770,65187.39,12305.64
254,NM,58,44819.78,10434.97
254,NV,142,73064.27,11382.70
254,NY,1758,36372.96,14644.41
254,OH,1234,41722.50,11241.14
254,OK,341,43223.26,10035.29
254,OR,205,34351.80,11387.80
254,PA,1037,52738.93,11105.16
254,RI,81,37995.90,13017.30
254,SC,425,48248.36,10870.70
254,SD,263,37443.98,16259.57
254,TN,756,42154.41,10342.57
254,TX,1999,55181.71,10882.50
254,UT,26,24164.08,11123.77
254,VA,518,43590.79,11296.56
254,VT,34,29609.59,15173.53
254,WA,459,54957.71,12263.46
254,WI,249,41284.70,11600.99
254,WV,257,25143.16,9585.99
254,WY,25,41484.92,13312.04
280,AK,22,79674.45,18814.36
280,AL,1029,44326.57,10733.06
280,AR,647,29116.92,10557.38
280,AZ,614,50561.79,12566.95
280,CA,4443,83364.31,15491.02
280,CO,239,53716.18,12778.83
280,CT,1054,38238.17,14189.05
280,DC,181,54931.97,16340.54
280,DE,228,31282.30,12696.81
280,FL,4931,56804.62,11187.83
280,GA,1516,40855.21,11735.98
280,HI,239,39855.19,16553.92
280,IA,692,30156.33,10756.87
280,ID,120,27277.10,10919.49
280,IL,2947,44910.11,12123.94
280,IN,1454,34977.38,11176.27
280,KS,357,44665.60,11329.64
280,KY,1480,32519.53,11283.37
280,LA,647,43517.40,11328.54
280,MA,1956,24259.78,13663.80
280,MD,1126,18555.03,17463.58
280,ME,525,25537.73,12044.65
280,MI,3578,30858.36,12897.54
280,MN,709,34223.72,12976.90
280,MO,1356,38082.20,11009.02
280,MS,753,38297.74,11210.11
280,MT,36,27562.72,11551.50
280,NC,2821,31268.43,12139.74
280,ND,179,24839.96,11599.17
280,NE,245,37100.69,11562.69
280,NH,366,31291.73,12358.52
280,NJ,3190,88086.39,13269.45
280,NM,179,44875.97,13361.88
280,NV,245,86151.87,13800.39
280,NY,4723,46974.96,15935.89
280,OH,2557,39578.51,11621.59
280,OK,680,41728.03,11350.34
280,OR,400,32289.30,12813.79
280,PA,3477,49160.79,11983.53
280,RI,335,36547.55,13422.64
280,SC,1089,45055.43,11774.28
280,SD,176,31062.69,12049.15
280,TN,2048,36619.12,10935.26
280,TX,4059,56704.52,12128.68
280,UT,67,29079.18,15063.64
280,VA,1682,36557.90,11483.47
280,VT,81,25882.78,17081.15
280,WA,870,39743.40,12509.13
280,WI,878,31018.26,11850.37
280,WV,677,27956.89,10949.59
280,WY,31,35737.45,15019.90
281,AK,17,38210.12,10424.71
281,AL,596,30867.88,6909.89
281,AR,413,20225.44,6731.52
281,AZ,459,34628.55,8157.58
281,CA,2290,55745.71,9903.07
281,CO,248,33766.28,7884.15
281,CT,661,27385.91,9347.27
281,DC,117,30905.97,10167.26
281,DE,118,21435.72,8331.28
281,FL,3269,39188.49,7236.15
281,GA,1115,27030.17,7422.35
281,HI,129,22108.74,10965.33
281,IA,438,22574.63,7028.99
281,ID,82,24843.74,7308.18
281,IL,1702,30117.06,7907.56
281,IN,966,24584.82,7435.36
281,KS,250,30816.34,7302.38
281,KY,890,23224.35,7434.27
281,LA,400,27885.02,7438.11
281,MA,1223,18228.46,8883.69
281,MD,1436,9981.34,9403.70
281,ME,472,17211.89,7676.86
281,MI,2142,21048.92,8422.35
281,MN,546,22922.74,8165.34
281,MO,792,25106.99,7299.30
281,MS,493,26792.87,7262.17
281,MT,30,20320.27,7793.50
281,NC,1768,23032.00,7921.72
281,ND,96,16470.07,7529.44
281,NE,223,27880.30,7773.43
281,NH,311,22643.99,8264.95
281,NJ,1848,57615.85,8392.91
281,NM,169,29224.02,8316.69
281,NV,204,54019.34,8146.11
281,NY,2807,30351.44,10049.34
281,OH,1546,27522.05,7484.73
281,OK,566,27055.10,7066.56
281,OR,291,19475.72,8291.79
281,PA,2009,35398.07,7813.49
281,RI,208,26763.08,9216.74
281,SC,714,30944.64,7339.51
281,SD,90,22941.17,7819.37
281,TN,1194,24611.56,7079.29
281,TX,2397,37029.36,7756.11
281,UT,46,19183.65,7775.07
281,VA,1231,24489.37,7575.37
281,VT,83,16328.51,10219.69
281,WA,657,26850.52,8084.74
281,WI,517,23670.76,7955.28
281,WV,522,17488.77,7135.83
281,WY,45,24124.31,10232.49
282,AK,12,27804.67,6906.33
282,AL,412,25511.14,4746.39
282,AR,257,16271.34,4728.82
282,AZ,215,29612.23,5285.30
282,CA,1013,40505.41,6444.34
282,CO,134,23660.25,5131.46
282,CT,279,20837.30,6484.60
282,DC,50,25146.02,6871.80
282,DE,81,19746.38,5656.12
282,FL,1794,29307.80,5012.87
282,GA,571,20765.19,5038.62
282,HI,103,19075.98,8168.96
282,IA,252,17798.25,4742.11
282,ID,62,17417.15,5018.15
282,IL,746,22542.38,5541.49
282,IN,416,21417.17,4899.31
282,KS,105,23861.26,5117.33
282,KY,427,17672.44,5204.40
282,LA,203,23750.87,5037.69
282,MA,744,13345.16,6153.19
282,MD,772,6984.17,6613.49
282,ME,294,13020.07,5530.77
282,MI,1212,15655.72,5533.68
282,MN,232,16531.44,5317.16
282,MO,382,19409.42,5075.44
282,MS,338,22547.57,5042.01
282,MT,14,13830.00,5046.71
282,NC,1045,18020.09,5409.12
282,ND,56,16006.95,4987.14
282,NE,128,25739.04,5686.39
282,NH,163,19318.37,5819.80
282,NJ,1316,39371.14,5687.50
282,NM,111,23430.26,6759.77
282,NV,73,42468.11,5794.07
282,NY,1458,19866.14,6537.35
282,OH,669,20697.77,5082.03
282,OK,277,22093.88,5018.65
282,OR,171,15776.19,5826.78
282,PA,1042,24778.48,5248.30
282,RI,74,21661.97,6231.99
282,SC,434,25501.88,5127.41
282,SD,80,18384.99,5232.74
282,TN,723,20047.42,4911.99
282,TX,1066,30387.59,5539.74
282,UT,11,19126.45,7361.64
282,VA,680,19747.88,5290.16
282,VT,70,11512.83,6916.96
282,WA,327,23497.72,5716.41
282,WI,196,20170.85,5772.36
282,WV,279,13286.65,4689.35
282,WY,27,27532.48,6774.70
286,AK,18,66196.39,17147.39
286,AL,612,50667.05,12732.68
286,AR,249,36614.52,11466.17
286,AZ,294,61800.07,14763.21
286,CA,1214,117988.63,20259.31
286,CO,82,77320.46,16990.79
286,CT,210,60833.12,18482.78
286,DC,126,59858.69,17268.82
286,DE,110,45172.65,16025.96
286,FL,1559,68603.39,13197.33
286,GA,833,42554.82,12926.52
286,HI,14,48272.36,17344.07
286,IA,171,43085.92,14181.21
286,IL,1178,59438.93,15814.23
286,IN,571,44082.57,12980.27
286,KS,196,51316.92,13616.11
286,KY,493,39260.92,13207.78
286,LA,345,58329.91,14264.46
286,MA,446,63442.19,22578.73
286,MD,342,19095.47,17995.75
286,ME,95,32316.73,15080.48
286,MI,1109,43462.94,16478.50
286,MN,335,67261.83,19574.83
286,MO,697,43259.70,12617.21
286,MS,288,46995.80,13129.69
286,MT,26,30351.50,12242.62
286,NC,1030,41835.12,15187.55
286,ND,49,33735.59,14024.78
286,NE,83,47753.20,15066.22
286,NH,67,46750.67,17067.37
286,NJ,891,103648.61,16624.48
286,NM,37,52217.95,14463.46
286,NV,82,102883.26,14754.50
286,NY,1194,63432.12,20246.24
286,OH,1072,56165.52,15132.82
286,OK,325,55081.14,13121.92
286,OR,82,41103.46,14095.57
286,PA,1146,87796.21,16601.83
286,RI,41,47564.93,14861.49
286,SC,423,53650.44,14326.27
286,SD,15,35696.20,11413.20
286,TN,707,45552.48,13151.16
286,TX,1536,71511.46,14371.14
286,UT,93,38139.91,15802.05
286,VA,676,51480.69,15381.77
286,VT,14,23585.14,18344.93
286,WA,187,62784.42,18172.03
286,WI,313,49750.88,16212.47
286,WV,114,32731.78,12277.43
286,WY,30,52101.17,18624.13
287,AK,143,45741.66,12941.69
287,AL,3073,30801.27,6348.59
287,AR,2375,23817.55,6292.10
287,AZ,1813,39927.10,7741.54
287,CA,6092,62234.04,9681.44
287,CO,755,35917.61,7504.42
287,CT,1065,32678.68,9539.10
287,DC,393,34466.31,9630.20
287,DE,411,27451.91,8513.90
287,FL,9570,42374.47,6838.06
287,GA,3889,28361.45,7029.92
287,HI,131,28190.89,10024.21
287,IA,1358,24739.45,6988.52
287,ID,206,23313.76,7165.16
287,IL,5702,33947.70,7946.22
287,IN,3549,27477.22,6835.26
287,KS,1315,30679.93,6740.95
287,KY,3367,24391.12,6896.54
287,LA,1986,32750.71,7079.69
287,MA,2099,26807.33,9521.24
287,MD,1859,10460.14,10413.88
287,ME,646,17497.62,7635.02
287,MI,4742,24213.98,8025.82
287,MN,1417,29369.63,8584.67
287,MO,3637,27365.84,6889.24
287,MS,1644,29836.35,6792.94
287,MT,217,21795.23,7271.71
287,NC,5052,25160.38,7714.58
287,ND,367,19750.81,7050.96
287,NE,668,29201.31,7149.97
287,NH,504,27361.16,7942.27
287,NJ,4007,59351.63,8362.16
287,NM,439,30219.82,7605.54
287,NV,787,54917.66,7576.18
287,NY,5991,32361.27,10031.81
287,OH,5031,29294.22,7303.92
287,OK,1953,31023.96,6704.43
287,OR,683,24060.48,8021.69
287,PA,5132,41468.38,7854.31
287,RI,208,32911.37,8455.35
287,SC,2579,32243.50,7246.07
287,SD,378,19972.90,7178.30
287,TN,3864,28176.21,6835.06
287,TX,7415,41311.73,7361.05
287,UT,411,20345.45,7699.56
287,VA,2714,31351.45,7531.65
287,VT,83,16823.25,10372.02
287,WA,1242,33473.63,8252.62
287,WI,1570,27142.67,7751.02
287,WV,1286,18766.71,6630.45
287,WY,102,29939.72,10121.27
291,AK,111,49619.68,15952.14
291,AL,3697,35078.09,8681.75
291,AR,1892,28268.04,8662.17
291,AZ,2182,38995.55,10034.77
291,CA,14425,70896.16,13158.27
291,CO,920,42115.79,9817.95
291,CT,2748,34260.36,12013.20
291,DC,525,38984.28,13625.41
291,DE,800,25045.41,10497.95
291,FL,14409,46189.86,9404.65
291,GA,5791,31201.59,9506.65
291,HI,362,33502.57,12899.16
291,IA,1488,25059.28,8915.65
291,ID,349,22146.09,9391.31
291,IL,9549,36712.19,10214.03
291,IN,4763,27135.76,9320.49
291,KS,1293,35549.03,9050.71
291,KY,4057,26625.22,9229.12
291,LA,3368,34212.04,9181.35
291,MA,4816,20799.63,11373.59
291,MD,4401,13959.67,13139.01
291,ME,691,22568.38,10009.83
291,MI,8989,25093.61,10533.24
291,MN,1875,29841.12,10795.09
291,MO,5166,30318.38,9155.57
291,MS,2720,32289.30,8991.30
291,MT,293,19591.03,9226.37
291,NC,7777,23956.98,10019.23
291,ND,466,18247.50,9569.91
291,NE,756,32564.73,9702.97
291,NH,657,25245.47,9681.63
291,NJ,7447,75197.46,11416.57
291,NM,392,34840.09,10485.28
291,NV,910,69299.30,10952.67
291,NY,10383,41343.41,13654.51
291,OH,8246,30968.41,9501.38
291,OK,1990,31962.86,9065.25
291,OR,901,27504.05,10905.82
291,PA,8542,40714.42,9816.62
291,RI,621,32785.18,11381.34
291,SC,3179,37308.38,9855.67
291,SD,355,32035.89,10467.74
291,TN,5092,29962.36,8868.71
291,TX,12992,46305.12,9838.46
291,UT,357,25351.24,9645.92
291,VA,5832,27627.32,9254.21
291,VT,183,21035.11,12688.34
291,WA,2741,33350.41,10380.04
291,WI,2397,26198.06,9958.49
291,WV,1623,20886.72,8936.13
291,WY,80,27453.13,12005.49
292,AK,217,32059.64,11119.03
292,AL,4646,21318.03,5912.78
292,AR,2749,17464.64,5858.83
292,AZ,2643,28534.30,7012.53
292,CA,13819,47264.80,8830.82
292,CO,1587,27517.13,6762.31
292,CT,3111,23261.25,8224.55
292,DC,776,25438.96,9101.73
292,DE,821,17016.96,7401.26
292,FL,16639,30027.42,6310.31
292,GA,6692,19586.50,6482.21
292,HI,422,23701.26,9404.56
292,IA,1947,16806.06,6238.73
292,ID,426,16746.87,6461.37
292,IL,11539,24442.91,7162.66
292,IN,6248,18988.47,6327.57
292,KS,1799,22644.11,6089.23
292,KY,4802,16912.64,6315.44
292,LA,4421,20637.60,6262.00
292,MA,6373,15543.60,7996.62
292,MD,5727,9470.79,8916.13
292,ME,1210,15312.61,6810.24
292,MI,9126,17109.85,7317.24
292,MN,2861,19497.13,7302.74
292,MO,5116,21077.82,6410.11
292,MS,3229,20889.52,6135.03
292,MT,443,14254.42,6438.96
292,NC,7889,16617.28,6986.44
292,ND,428,11300.78,6417.99
292,NE,1175,21193.42,6633.18
292,NH,989,17963.23,6716.68
292,NJ,9314,52683.53,7674.41
292,NM,689,22253.39,7097.89
292,NV,1155,40881.66,7229.80
292,NY,13289,26911.63,9027.16
292,OH,9536,20118.29,6456.50
292,OK,2965,20022.70,6321.97
292,OR,1274,18042.24,7282.20
292,PA,11814,29162.70,6918.37
292,RI,821,21320.73,7724.46
292,SC,3852,23914.46,6627.55
292,SD,539,20249.47,6950.72
292,TN,5991,19149.83,6089.93
292,TX,14835,29855.70,6715.66
292,UT,543,17471.09,6803.03
292,VA,6264,18524.24,6408.54
292,VT,320,14468.89,8824.98
292,WA,3085,22673.74,7339.65
292,WI,3629,18193.45,6800.25
292,WV,2022,13518.30,6064.17
292,WY,231,18590.71,8826.07
293,AK,61,19645.20,6993.74
293,AL,2030,14568.03,3942.58
293,AR,1429,12406.40,3977.77
293,AZ,876,18656.78,4655.64
293,CA,4863,32994.60,5850.93
293,CO,508,18862.51,4447.22
293,CT,1174,16050.82,5484.70
293,DC,372,17664.84,6032.39
293,DE,289,11827.51,5044.92
293,FL,6709,20831.52,4233.73
293,GA,2341,13492.60,4374.82
293,HI,143,14759.63,6560.17
293,IA,878,11964.09,4145.57
293,ID,129,11961.74,4117.19
293,IL,4905,16994.90,4811.71
293,IN,2517,13056.92,4284.97
293,KS,663,15099.12,4238.99
293,KY,2343,11668.91,4185.82
293,LA,2269,13295.81,4242.00
293,MA,2703,11001.54,5276.14
293,MD,2200,6591.01,6215.35
293,ME,406,11728.55,4597.62
293,MI,3341,11985.89,4981.90
293,MN,1005,13992.24,4779.11
293,MO,2046,14822.93,4256.83
293,MS,1613,14583.24,4097.90
293,MT,146,10205.17,4306.14
293,NC,2933,12261.84,4639.60
293,ND,155,8047.94,4321.21
293,NE,439,15196.09,4482.18
293,NH,322,13474.74,4469.01
293,NJ,3881,36852.05,5135.10
293,NM,302,15551.61,4687.00
293,NV,519,26617.66,4833.29
293,NY,5968,17442.45,5984.77
293,OH,3737,13714.77,4263.59
293,OK,1100,13984.17,4278.43
293,OR,482,13286.24,4896.61
293,PA,5069,20243.43,4586.66
293,RI,281,15775.69,5329.74
293,SC,1685,16335.51,4366.26
293,SD,199,13537.52,4503.53
293,TN,2429,14398.31,4108.04
293,TX,5685,20981.78,4507.11
293,UT,164,12518.61,4838.20
293,VA,2261,13642.46,4359.78
293,VT,124,10165.57,6021.91
293,WA,1214,16567.29,4783.50
293,WI,1291,13242.80,4551.11
293,WV,912,9106.40,4047.38
293,WY,106,13093.70,5829.83
300,AK,12,43500.25,8278.08
300,AL,732,21746.22,5783.16
300,AR,365,17398.92,5598.79
300,AZ,544,26432.83,6705.24
300,CA,2157,46463.98,8333.95
300,CO,200,26238.40,6052.59
300,CT,487,22879.34,8337.35
300,DC,190,24479.63,8814.41
300,DE,165,17952.10,7441.07
300,FL,3569,29330.92,6086.30
300,GA,1001,19379.77,6412.73
300,HI,15,26397.07,9814.13
300,IA,278,16807.42,6123.82
300,ID,37,17134.38,6652.46
300,IL,2485,23346.93,6909.10
300,IN,983,19297.73,6520.56
300,KS,286,21131.21,5829.32
300,KY,714,16045.57,5909.94
300,LA,594,22745.39,5924.66
300,MA,1036,15504.24,7834.09
300,MD,1074,9500.32,8948.96
300,ME,98,15379.38,6764.81
300,MI,2099,16645.67,7083.28
300,MN,401,19076.70,7079.08
300,MO,820,19739.72,5947.02
300,MS,446,18324.13,6104.62
300,MT,26,10750.54,5872.54
300,NC,1207,16496.36,6846.34
300,ND,62,10328.98,6363.94
300,NE,194,17324.19,6076.04
300,NH,123,15039.96,6865.64
300,NJ,1698,48223.76,7308.78
300,NM,114,19064.04,6557.34
300,NV,277,39770.30,6689.90
300,NY,2770,28606.60,9256.52
300,OH,1833,18586.70,6196.90
300,OK,384,21404.30,6059.05
300,OR,128,18432.00,7390.09
300,PA,2043,28030.87,6643.47
300,RI,130,22048.44,7751.52
300,SC,605,22679.11,6274.14
300,SD,84,18377.92,6588.05
300,TN,946,18056.36,5864.51
300,TX,2661,26932.91,6470.64
300,UT,73,13610.30,6344.60
300,VA,964,19497.52,6264.00
300,VT,31,14511.87,8701.29
300,WA,418,23720.06,7155.93
300,WI,359,18708.37,6818.66
300,WV,511,13395.65,5969.32
300,WY,29,22113.62,10551.21
301,AL,469,16167.07,3993.61
301,AR,229,11145.46,3788.34
301,AZ,237,18626.38,4543.81
301,CA,481,31600.01,5403.05
301,CO,82,20625.63,4444.99
301,CT,173,16567.13,6069.00
301,DC,80,17491.08,5692.40
301,DE,106,12314.10,4710.16
301,FL,1985,19079.51,4073.92
301,GA,489,12300.43,4244.31
301,IA,64,12612.09,4096.95
301,IL,1115,15548.87,4804.72
301,IN,449,13762.09,4317.44
301,KS,109,16928.13,3946.47
301,KY,366,10580.21,4021.98
301,LA,365,15057.24,4083.17
301,MA,281,13779.73,5413.63
301,MD,442,7436.04,7046.82
301,ME,28,9245.14,4753.18
301,MI,971,11297.54,4748.67
301,MN,56,18662.37,4987.14
301,MO,428,14247.69,4255.13
301,MS,186,13092.33,4035.65
301,NC,428,12337.06,4767.07
301,NE,94,16847.02,4505.87
301,NJ,822,35879.80,5016.33
301,NM,34,15899.59,6433.12
301,NV,162,24606.28,4655.62
301,NY,1135,21300.52,6211.37
301,OH,855,13550.77,4240.37
301,OK,185,14619.09,4141.55
301,OR,29,13361.17,5842.90
301,PA,851,20577.92,4581.61
301,RI,37,18417.03,5742.03
301,SC,381,15006.12,4234.86
301,SD,30,13953.93,5239.37
301,TN,425,12808.54,4100.11
301,TX,1361,18852.63,4333.46
301,UT,13,9558.77,4142.23
301,VA,369,14603.79,4384.43
301,WA,55,19987.09,5030.27
301,WI,53,16451.75,4614.64
301,WV,221,9434.08,3939.60
301,WY,13,12866.08,5673.23
303,AK,12,22398.42,5005.42
303,AL,403,14419.36,3775.88
303,AR,341,11499.74,3471.69
303,AZ,319,15922.16,3880.67
303,CA,1922,28822.66,4912.98
303,CO,62,15422.08,3774.21
303,CT,446,13696.49,4618.68
303,DC,52,17188.04,6156.29
303,DE,60,11675.02,4840.97
303,FL,2630,20327.45,3799.71
303,GA,655,13854.75,3817.45
303,HI,36,14596.11,4670.94
303,IA,261,10967.61,3516.80
303,IL,1026,15888.54,4104.99
303,IN,862,11935.22,3646.29
303,KS,135,17366.32,3665.11
303,KY,1082,11894.09,3657.20
303,LA,311,13762.39,3671.31
303,MA,1034,9468.17,4509.17
303,MD,830,5832.38,5522.48
303,ME,213,10573.20,3984.99
303,MI,1681,11757.63,4093.16
303,MN,441,13366.00,4249.11
303,MO,687,13527.10,3711.38
303,MS,432,16715.65,3588.03
303,NC,1457,11840.01,4012.35
303,ND,52,7838.40,3873.58
303,NE,44,13062.34,4190.52
303,NH,95,13979.06,4040.34
303,NJ,1893,31550.61,4330.73
303,NM,136,16430.22,3887.99
303,NV,72,31843.00,4219.85
303,NY,2734,15244.26,5247.95
303,OH,1189,13936.99,3773.32
303,OK,714,12446.31,3605.03
303,OR,93,10920.49,4335.27
303,PA,1105,18959.47,3975.07
303,RI,40,18791.23,5102.62
303,SC,516,15051.13,3759.06
303,SD,53,12724.51,4053.68
303,TN,643,13653.53,3519.86
303,TX,1554,21485.32,3893.05
303,UT,13,12695.77,4759.85
303,VA,762,13264.88,3620.74
303,WA,302,15315.14,4068.53
303,WI,189,12601.14,3883.70
303,WV,582,9106.13,3675.14
303,WY,13,13818.23,5075.38
305,AL,458,16153.87,3722.05
305,AR,306,10568.37,3563.64
305,AZ,483,20225.86,4378.86
305,CA,881,30057.51,5453.48
305,CO,89,16608.11,3846.25
305,CT,243,16329.30,5272.54
305,DC,112,15941.30,6399.96
305,DE,79,11338.32,4667.09
305,FL,2775,20835.39,4043.01
305,GA,529,15683.41,3939.54
305,HI,14,10817.36,5553.93
305,IA,145,13125.39,3848.02
305,ID,11,13900.73,3759.36
305,IL,1578,16701.32,4530.44
305,IN,590,13162.25,4063.42
305,KS,110,20145.66,3904.02
305,KY,713,12623.78,3863.47
305,LA,400,14248.73,4055.46
305,MA,611,11253.17,5090.28
305,MD,898,6007.86,5671.07
305,ME,16,10967.00,4054.88
305,MI,1141,11950.72,4468.26
305,MN,186,16222.08,5288.58
305,MO,688,15309.58,3938.43
305,MS,287,17998.15,3688.14
305,NC,886,13258.39,4338.54
305,ND,16,9131.31,4033.00
305,NE,60,13638.25,4420.48
305,NH,77,14878.35,4188.35
305,NJ,1161,33331.69,4744.64
305,NM,50,15181.08,4704.00
305,NV,274,32994.99,4419.25
305,NY,2230,16793.33,6151.06
305,OH,1101,14503.78,4051.53
305,OK,319,13600.06,3833.50
305,OR,11,9625.91,4107.09
305,PA,926,24179.23,4391.05
305,RI,27,19141.59,5938.30
305,SC,519,17085.14,3987.51
305,SD,44,12406.57,4913.77
305,TN,730,14253.45,3838.99
305,TX,2301,21529.15,4066.94
305,VA,547,12823.64,3970.97
305,WA,229,18216.75,4404.83
305,WI,146,14305.84,4202.54
305,WV,190,9631.02,3817.16
305,WY,18,14144.06,5345.17
308,AK,19,30533.68,10800.53
308,AL,1123,28888.13,7186.89
308,AR,697,22572.38,7241.80
308,AZ,904,33960.78,8346.42
308,CA,3749,59369.44,10809.85
308,CO,428,37394.39,8139.98
308,CT,1066,30562.07,10268.92
308,DC,130,41003.79,12495.58
308,DE,216,23107.92,9119.05
308,FL,4182,36407.09,7708.70
308,GA,1485,27665.16,7924.39
308,HI,103,28584.99,10468.55
308,IA,728,20084.82,7436.46
308,ID,150,22500.81,8490.71
308,IL,3188,31273.42,8519.33
308,IN,1632,24118.15,7890.13
308,KS,568,27449.49,7467.71
308,KY,1218,23396.27,7874.11
308,LA,908,30958.68,7872.21
308,MA,1942,18415.38,9695.60
308,MD,1029,12637.13,11893.22
308,ME,312,18473.83,8458.04
308,MI,3028,22827.82,8957.22
308,MN,798,26896.40,9117.85
308,MO,1666,25800.12,7798.80
308,MS,687,25697.85,7700.04
308,MT,144,18690.87,7965.28
308,NC,2756,22421.83,8779.61
308,ND,133,15725.65,7959.14
308,NE,328,26283.45,8240.25
308,NH,337,21240.10,8630.08
308,NJ,2467,62993.66,9317.26
308,NM,209,28972.00,8836.31
308,NV,316,59053.78,10052.80
308,NY,3657,34475.73,11180.41
308,OH,2795,26353.07,8044.71
308,OK,777,26831.55,7697.18
308,OR,369,23995.95,9194.31
308,PA,3193,36007.67,8468.15
308,RI,276,25418.29,9326.86
308,SC,1078,33086.69,8266.93
308,SD,163,21525.15,8013.09
308,TN,1540,25813.58,7544.35
308,TX,4015,39116.66,8275.95
308,UT,146,20978.45,8652.42
308,VA,1784,24425.34,7959.71
308,VT,98,17374.90,11314.96
308,WA,1037,28222.56,9007.15
308,WI,948,23140.46,8547.66
308,WV,507,18919.80,7620.38
308,WY,31,36320.06,12830.26
309,AK,101,20804.12,8970.23
309,AL,1963,18994.16,4889.14
309,AR,1208,14064.33,4885.18
309,AZ,1873,22949.08,5738.02
309,CA,6165,39980.18,7146.01
309,CO,953,23218.22,5563.46
309,CT,1603,20093.07,6842.62
309,DC,201,24276.31,7618.31
309,DE,342,15924.82,6254.53
309,FL,8161,25508.40,5155.03
309,GA,2605,18066.01,5392.91
309,HI,161,20716.55,8847.78
309,IA,966,14064.33,5085.74
309,ID,204,14982.47,5561.50
309,IL,5268,21268.49,5793.47
309,IN,2696,16027.65,5254.48
309,KS,960,19272.00,5037.34
309,KY,1985,15106.41,5206.34
309,LA,1477,18675.65,5132.79
309,MA,3222,12625.15,6628.95
309,MD,2522,7642.59,7204.08
309,ME,661,12630.41,5605.68
309,MI,4616,15249.19,5956.64
309,MN,1569,16186.41,5965.26
309,MO,2501,17951.45,5185.83
309,MS,1041,18349.81,5115.26
309,MT,193,11691.81,5226.32
309,NC,4280,14668.92,5809.82
309,ND,188,9590.71,5537.32
309,NE,643,17631.68,5536.29
309,NH,518,15204.55,5750.37
309,NJ,3918,45838.91,6358.84
309,NM,295,19868.50,5909.09
309,NV,573,33196.47,5926.15
309,NY,6213,23294.20,7529.37
309,OH,4736,17343.18,5359.84
309,OK,1205,16525.72,5110.20
309,OR,598,15307.29,5925.25
309,PA,5265,24639.20,5656.43
309,RI,372,18229.59,6468.60
309,SC,1752,21304.55,5476.63
309,SD,252,15474.22,5548.20
309,TN,2520,17019.93,5040.79
309,TX,6467,25579.72,5548.42
309,UT,197,13655.41,5677.83
309,VA,2816,16713.47,5354.84
309,VT,151,11977.61,7071.25
309,WA,1612,19185.40,6018.43
309,WI,1593,16133.50,5673.54
309,WV,1008,12029.81,5051.36
309,WY,95,16251.72,7512.37
310,AK,135,18174.38,6769.82
310,AL,2301,12959.37,3354.37
310,AR,1624,9784.25,3320.48
310,AZ,2079,16520.63,3831.69
310,CA,5621,28713.33,4819.21
310,CO,759,15911.55,3767.38
310,CT,1441,13908.20,4693.45
310,DC,246,15036.83,4834.74
310,DE,414,11053.76,4224.45
310,FL,10748,17832.16,3540.41
310,GA,2651,12553.38,3631.43
310,HI,228,14673.66,5368.32
310,IA,1195,10063.23,3469.47
310,ID,225,9009.24,3824.55
310,IL,5646,15251.24,4042.91
310,IN,3068,11375.63,3551.32
310,KS,1127,13238.93,3507.68
310,KY,2771,10390.29,3523.09
310,LA,1924,11956.71,3525.49
310,MA,3111,9060.75,4421.02
310,MD,2743,5457.89,5156.74
310,ME,592,9755.91,3939.93
310,MI,4454,10848.30,4054.25
310,MN,1600,11692.37,4101.44
310,MO,2917,12487.12,3574.23
310,MS,1384,12649.69,3452.09
310,MT,165,8673.31,3583.10
310,NC,4481,10854.96,3934.44
310,ND,194,6926.61,3740.70
310,NE,758,12629.42,3825.01
310,NH,517,11878.99,3899.47
310,NJ,4606,31595.75,4298.22
310,NM,408,13506.73,3929.21
310,NV,747,23686.63,4045.93
310,NY,7144,15603.91,4969.70
310,OH,4994,12756.10,3704.48
310,OK,1387,11451.50,3510.15
310,OR,558,10701.97,4145.33
310,PA,5855,17588.46,3835.24
310,RI,364,13569.41,4388.49
310,SC,2112,14148.56,3699.65
310,SD,326,11097.14,3957.85
310,TN,2687,12407.08,3512.91
